feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target_1,target_2,target_3
-0.9301177847681329,0.9213377156389814,-0.7985170397700394,0.5489708850924919,0.024756497103915764,-1.7131881708335575,0.43611225410948673,0.647843415703652,1.4003556039073095,0.2474275387528995,0.5317477717097036,0.9367774415805122,-1.0564061820621065
-0.9138333882397451,-0.2076762023980073,-0.7962598753822684,0.5455356118409066,0.5715408509560252,0.912437376000315,1.1404131961980035,0.4417953589497437,-0.5445012544909685,0.8347957522882005,0.751682206756381,-0.24730590708754807,0.3801711340503449
1.42879961460761,0.5961057579774265,1.5272930786192738,0.3952515287099915,-2.58729703274576,-1.3383356730945615,-0.31094833917696635,0.808018463431045,-0.8223006914823731,-1.2556597880192542,-2.139102463039159,0.8162832438494393,-0.5927846767792561
1.24262992769641,-1.310991443768259,-0.0452971105830228,0.4691609481534486,0.5746430596035189,0.9372067523365071,0.4616835223015835,0.16249864254365184,-0.8109875947736284,-0.2669202443297657,-0.19495728853565034,-1.2366786059087873,1.1448537806502654
1.2724037662524978,-1.339608227258816,0.9632356338251009,0.3904508106474866,0.5734059372495612,0.9374780143857657,0.7989567627358567,-0.9187126381874033,-1.0028734771583627,0.6090112268319097,0.11514955899802559,-1.73694410535173,1.1075188821633473
1.4258376248298905,0.850677546555889,1.2766847444415657,0.5464249879523497,-1.7112846655950633,-1.1483279208203367,-1.0582767057498375,0.8141744760627821,-1.0574483901980627,-1.2327331601702134,-2.0486186440631426,1.0603849167264159,0.047826120613577064
-0.9488709290909815,0.8502423637296218,-0.7990482048462104,0.5437586319000076,0.4758488481062777,-0.8124682851519285,0.7515199939887005,-1.082876237658616,1.634966840455952,1.2572636291106951,0.9176168562727492,0.5077822873011446,-1.533909442248204
-0.846772638562799,-1.1919960221947334,-0.7397457234796715,0.4959466695424065,0.5444563251030616,0.9350288488190944,1.3249324914925609,-1.2955770452772364,-0.28203631828247777,0.885512562374254,0.7191159258573996,-0.9910909084259664,-0.20114676995943756
0.9008452963502559,-1.3472073291698123,1.1296220331058786,-0.2799483273956204,0.5649643654662193,0.9374313135934025,-0.5769841321183597,-1.9169190909808103,-1.0558271909148618,1.3176330172122734,0.6709271108311972,-2.1517137704011664,1.094963629999509
0.9887012767396143,-1.3390178832771777,1.5164676099053913,-2.255512141432996,-1.1100619069178324,0.8184909960122201,1.3596319822948546,-1.5801832022060276,1.878430519850544,-1.1637384068688574,-0.4967754689674742,-1.0577776764423124,-1.288885216206718
-0.9388242200721659,0.8596661703999999,-0.7979197633148334,0.5483266746559257,0.5623077950401626,0.34877492323997733,0.37910157322289617,0.592991361146185,-0.5877302160354595,0.8902262898759294,0.7729205422910904,0.5506784287914338,0.2132217836552863
1.4015755214787147,-0.9014721312952494,1.107145160593326,0.3068261914543265,0.43420093688380107,0.9320639304895888,-0.9250888572914898,0.8011604833996816,-0.907204743476806,-1.2226405366044568,-1.600614969972801,-0.3418664743872937,1.184756386809867
-0.5034627781836962,-1.2763763984890972,-0.7598286021492264,0.5131856986277326,0.575437636981306,0.9358134789098751,-0.14520271720478697,-0.29963679448631336,-0.9628596622943909,1.184483668567253,0.8141222023173348,-0.9776583117326328,1.0174675998879945
1.1573575191948684,-0.5381826383612706,-0.36838929258807485,0.5311100382128487,0.5332025364159437,0.9291122274906881,0.6311378783540211,0.8006912978183259,-0.44985508129272544,-1.2347149684549312,-1.0183283435738448,-0.27172855388784073,0.5616199416898792
1.2899563512238195,-1.341311797831829,1.5273228873492182,-2.255578208167069,-0.5868167048884432,0.8465865759567104,1.3679840833045254,-0.8154126161783581,1.3004721193906905,-1.1986399954508014,-0.8105560429102833,-1.1323286688805467,-1.2850939675578716
1.4204947955446021,-1.0108257730359462,1.5387042425751554,-1.8965264804827742,-2.8796643361024223,-0.8996878631353489,0.13513106238451902,0.7428072155222101,0.839799330180999,-1.2570279711463466,-1.884422335989052,0.11396821292557033,-1.2417103725523797
-0.9196428654046946,-1.3209806952483827,1.498973648150107,-2.233919178134665,-0.7087834536158938,0.9171173206015883,1.1277481642385663,-2.0381260368948655,1.9415933410106923,0.04112982617982006,0.6600759787939764,-1.3012119532366224,-1.409434412245238
-0.9385445768770772,0.9157760269278886,-0.7982726386613721,0.5488194534427088,0.4989078843255216,-1.117394181839898,0.33807808665988454,0.6425759293750457,-0.018679680446472204,0.8004618537404716,0.6937211834745988,0.7960305213273774,-0.3289269778444492
-0.8979187474537174,0.6204703668703913,-0.7966717820949101,0.5486191011837906,0.5713726030188974,0.8396921763060077,1.19563066411176,0.7109579600036106,-0.5368521434901435,-0.00481636995712677,0.5350334305741045,0.23401830502660742,0.34429136739448696
1.4275552202618467,0.19594102450008286,1.5369504858618608,0.14857398477250813,-2.780661594178562,-1.5826926293552055,0.7212069698795207,0.7934578715868591,-0.7937213228155692,-1.2555859566445113,-2.2741300051862026,0.7647857787918227,-1.2100100716689706
-0.9394427951090737,0.8832237498406031,-0.7979637672362692,0.5438689634865672,0.5560462757345485,-0.1359609476529178,-1.0486027201207186,0.14759696985670295,-0.5434199880604527,1.3054803333417409,1.0330551023123546,0.7044210871636652,0.28736419647919115
-0.9343463544744561,0.9218888363027,-0.7987445613776769,0.5490227876363987,-0.5159988756705273,-1.7891796859722058,0.6987715917407535,0.5519202316933438,1.704187315397643,0.13747043935856385,0.5026053849273622,0.9711109872471059,-1.5675604405938375
-0.6819522261889633,0.685182175068181,-0.7910089439367656,0.5476148080577898,0.5756326344598848,0.8562310560972782,-0.4409017542141987,0.7821720783934246,-0.9696113131309924,-0.12160516101356561,0.5239469968708936,0.5229175756289958,1.4060540873619392
1.392493825738835,-1.33295832508326,1.4994949785725527,-2.2292320549080924,0.42430272778413564,0.9242056775856804,-1.119838903259999,0.04116237020326891,0.657384061776072,-1.071034439538099,-0.6337111178208172,-1.1567427209751955,0.5338180234998218
-0.025891966215706816,-1.3504681976520359,1.5392152577469715,-2.2394358981199423,0.4893833779195938,0.9325441963281349,1.5541946420707098,-2.0218027652412975,0.05809878054353393,0.3520307352241303,0.2948132046599482,-2.0370947759330287,-1.3496273534351257
